"Product ID","Product Name","Short Description","Product Description","Product Size Info",Published,SKU,"Print type","Allow print discount","Allow change printing type","Screen Pringting","DTG Printing","Sublimation Printing",Embroidery,"Change product layout","Show Product Info","Show Change Product","Allow Add Text","Allow Add Art","Allow Upload","Allow Add Team","Allow Add QRcode","Show Color used","Show Screen size","Regular Price","Sale Price ","Order Minimum Purchase Quantity","Order Maximum Purchase Quantity","Product image","Product Design Color(Hex)","Product Design Color title","Product Design Price","Product Design Front View","Product Design Back View","Product Design Left View","Product Design Right View","Product Design Params Front","Product Design Params Back","Product Design Params Left","Product Design Params Right","Product Design Area Front","Product Design Area Back","Product Design Area Left","Product Design Area Right","Product Data Attribute Name","Product Data Attribute Prices","Product Data Attribute Titles","Product Data Attribute Type","Product Taxes","Product Min Sale Quantity","Product Max Sale Quantity","Product Sale Price","Product Categories [(Id)Name]"
1,"Design your own",,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50,,6,100000,http://kissybangbang.happy-projects.ro/wp-content/uploads/2020/03/white-360x210.png,#FFFFFF;#FF00FF;#0000FF;,White;Magenta;Blue;,;;;,"{{'0':{'id':'area-design'},'1':{'id':'images-1','width':'498px','height':'498px','top':'0px','left':'0px','zIndex':'auto','img':'http://kissybangbang.happy-projects.ro/tshirtecommerce//uploaded/products/white.png','is_product':1,'is_change_color':0}};{'0':{'id':'area-design'},'1':{'id':'images-1','width':'498px','height':'498px','top':'0px','left':'0px','zIndex':'auto','img':'http://kissybangbang.happy-projects.ro/tshirtecommerce//uploaded/products/magenta.png','is_product':1,'is_change_color':0}};{'0':{'id':'area-design'},'1':{'id':'images-1','width':'498px','height':'498px','top':'0px','left':'0px','zIndex':'auto','img':'http://kissybangbang.happy-projects.ro/tshirtecommerce//uploaded/products/blue.png','is_product':1,'is_change_color':0}};}",{},{},{},"{'page':'custom','width':'34.29','height':'34.00','lockW':false,'lockH':false,'shape':'square','shapeVal':0}",,,,"{'width':348,'height':345,'left':'76px','top':'76px','radius':'0px','zIndex':''}",,,,,,,,,6;11;51;101;251;501;1001;2501;5001;10001;,10;50;100;250;500;1000;2500;5000;10000;50000;,1.80;1.62;1.29;0.65;0.47;0.36;0.30;0.25;0.22;0.19;,
